ID,category_A,category_B,category_C,category_D,category_E,category_F
QCT1000002792,0,0,0,0,0,0
QCT1000002793,0,0,0,0,0,0
QCT1000002794,0,0,0,0,0,0
QCT1000002795,0,0,0,0,0,0
QCT1000002796,0,0,0,0,0,0
QCT1000002797,0,0,0,0,0,0
QCT1000002798,0,0,0,0,0,0
QCT1000002799,0,0,0,0,0,0
QCT1000002800,0,0,0,0,0,0
QCT1000002801,0,0,0,0,0,0
QCT1000002802,0,0,0,0,0,0
QCT1000002803,0,0,0,0,0,0
QCT1000002804,0,0,0,0,0,0
QCT1000002805,0,0,0,0,0,0
QCT1000002806,0,0,0,0,0,0
QCT1000002807,0,0,0,0,0,0
QCT1000002808,0,0,0,0,0,0
QCT1000002809,0,0,0,0,0,0
QCT1000002810,0,0,0,0,0,0
QCT1000002811,0,0,0,0,0,0
QCT1000002812,0,0,0,0,0,0
QCT1000002813,0,0,0,0,0,0
QCT1000002814,0,0,0,0,0,0
QCT1000002815,0,0,0,0,0,0
QCT1000002816,0,0,0,0,0,0
QCT1000002817,0,0,0,0,0,0
QCT1000002818,0,0,0,0,0,0
QCT1000002819,0,0,0,0,0,0
QCT1000002820,0,0,0,0,0,0
QCT1000002821,0,0,0,0,0,0
QCT1000002822,0,0,0,0,0,0
QCT1000002823,0,0,0,0,0,0
QCT1000002824,0,0,0,0,0,0
QCT1000002825,0,0,0,0,0,0
QCT1000002826,0,0,0,0,0,0
QCT1000002827,0,0,0,0,0,0
QCT1000002828,0,0,0,0,0,0
QCT1000002829,0,0,0,0,0,0
QCT1000002830,0,0,0,0,0,0
QCT1000002831,0,0,0,0,0,0
QCT1000002832,0,0,0,0,0,0
QCT1000002833,0,0,0,0,0,0
QCT1000002834,0,0,0,0,0,0
QCT1000002835,1,1,1,1,1,1
QCT1000002836,0,0,0,0,0,0
QCT1000002837,0,0,0,0,0,0
QCT1000002838,0,0,0,0,0,0
QCT1000002839,0,0,0,0,0,0
QCT1000002840,1,1,1,1,1,1
QCT1000002841,0,0,0,0,0,0
QCT1000002842,0,0,0,0,0,0
QCT1000002843,0,0,0,0,0,0
QCT1000002844,0,0,0,0,0,0
QCT1000002845,0,0,0,0,0,0
QCT1000002846,1,1,1,1,1,1
QCT1000002847,0,0,0,0,0,0
QCT1000002848,0,0,0,0,0,0
QCT1000002849,0,0,0,0,0,0
QCT1000002850,0,0,0,0,0,0
QCT1000002851,0,0,0,0,0,0
QCT1000002852,0,0,0,0,0,0
QCT1000002853,0,0,0,0,0,0
QCT1000002854,0,0,0,0,0,0
QCT1000002855,0,0,0,0,0,0
QCT1000002856,1,1,1,1,1,1
QCT1000002857,0,0,0,0,0,0
QCT1000002858,0,0,0,0,0,0
QCT1000002859,0,0,0,0,0,0
QCT1000002860,0,0,0,0,0,0
QCT1000002861,0,0,0,0,0,0
QCT1000002862,0,0,0,0,0,0
QCT1000002863,0,0,0,0,0,0
QCT1000002864,0,0,0,0,0,0
QCT1000002865,0,0,0,0,0,0
QCT1000002866,0,0,0,0,0,0
QCT1000002867,0,0,0,0,0,0
QCT1000002868,1,1,1,1,1,1
QCT1000002869,0,0,0,0,0,0
QCT1000002870,0,0,0,0,0,0
QCT1000002871,0,0,0,0,0,0
QCT1000002872,1,1,1,1,1,1
QCT1000002873,0,0,0,0,0,0
QCT1000002874,0,0,0,0,0,0
QCT1000002875,0,0,0,0,0,0
QCT1000002876,0,0,0,0,0,0
QCT1000002877,0,0,0,0,0,0
QCT1000002878,0,0,0,0,0,0
QCT1000002879,0,0,0,0,0,0
QCT1000002880,0,0,0,0,0,0
QCT1000002881,0,0,0,0,0,0
QCT1000002882,0,0,0,0,0,0
QCT1000002883,0,0,0,0,0,0
QCT1000002884,0,0,0,0,0,0
QCT1000002885,1,1,1,1,1,1
QCT1000002886,0,0,0,0,0,0
QCT1000002887,1,1,1,1,1,1
QCT1000002888,0,0,0,0,0,0
QCT1000002889,0,0,0,0,0,0
QCT1000002890,0,0,0,0,0,0
QCT1000002891,0,0,0,0,0,0
QCT1000002892,1,1,1,1,1,1
QCT1000002893,0,0,0,0,0,0
QCT1000002894,0,0,0,0,0,0
QCT1000002895,0,0,0,0,0,0
QCT1000002896,0,0,0,0,0,0
QCT1000002897,0,0,0,0,0,0
QCT1000002898,0,0,0,0,0,0
QCT1000002899,0,0,0,0,0,0
QCT1000002900,0,0,0,0,0,0
QCT1000002901,0,0,0,0,0,0
QCT1000002902,0,0,0,0,0,0
QCT1000002903,0,0,0,0,0,0
QCT1000002904,0,0,0,0,0,0
QCT1000002905,0,0,0,0,0,0
QCT1000002906,0,0,0,0,0,0
QCT1000002907,0,0,0,0,0,0
QCT1000002908,0,0,0,0,0,0
QCT1000002909,0,0,0,0,0,0
QCT1000002910,0,0,0,0,0,0
QCT1000002911,0,0,0,0,0,0
QCT1000002912,0,0,0,0,0,0
QCT1000002913,0,0,0,0,0,0
QCT1000002914,0,0,0,0,0,0
QCT1000002915,0,0,0,0,0,0
QCT1000002916,0,0,0,0,0,0
QCT1000002917,0,0,0,0,0,0
QCT1000002918,1,1,1,1,1,1
QCT1000002919,0,0,0,0,0,0
QCT1000002920,0,0,0,0,0,0
QCT1000002921,0,0,0,0,0,0
QCT1000002922,0,0,0,0,0,0
QCT1000002923,0,0,0,0,0,0
QCT1000002924,0,0,0,0,0,0
QCT1000002925,0,0,0,0,0,0
QCT1000002926,0,0,0,0,0,0
QCT1000002927,0,0,0,0,0,0
QCT1000002928,0,0,0,0,0,0
QCT1000002929,0,0,0,0,0,0
QCT1000002930,0,0,0,0,0,0
QCT1000002931,0,0,0,0,0,0
QCT1000002932,0,0,0,0,0,0
QCT1000002933,0,0,0,0,0,0
QCT1000002934,0,0,0,0,0,0
QCT1000002935,0,0,0,0,0,0
QCT1000002936,0,0,0,0,0,0
QCT1000002937,0,0,0,0,0,0
QCT1000002938,0,0,0,0,0,0
QCT1000002939,0,0,0,0,0,0
QCT1000002940,0,0,0,0,0,0
QCT1000002941,0,0,0,0,0,0
QCT1000002942,0,0,0,0,0,0
QCT1000002943,0,0,0,0,0,0
QCT1000002944,0,0,0,0,0,0
QCT1000002945,0,0,0,0,0,0
QCT1000002946,0,0,0,0,0,0
QCT1000002947,0,0,0,0,0,0
QCT1000002948,0,0,0,0,0,0
QCT1000002949,1,1,1,1,1,1
QCT1000002950,0,0,0,0,0,0
QCT1000002951,0,0,0,0,0,0
QCT1000002952,0,0,0,0,0,0
QCT1000002953,0,0,0,0,0,0
QCT1000002954,0,0,0,0,0,0
QCT1000002955,0,0,0,0,0,0
QCT1000002956,0,0,0,0,0,0
QCT1000002957,0,0,0,0,0,0
QCT1000002958,0,0,0,0,0,0
QCT1000002959,0,0,0,0,0,0
QCT1000002960,0,0,0,0,0,0
QCT1000002961,0,0,0,0,0,0
QCT1000002962,0,0,0,0,0,0
QCT1000002963,0,0,0,0,0,0
QCT1000002964,0,0,0,0,0,0
QCT1000002965,0,0,0,0,0,0
QCT1000002966,0,0,0,0,0,0
QCT1000002967,0,0,0,0,0,0
QCT1000002968,0,0,0,0,0,0
QCT1000002969,0,0,0,0,0,0
QCT1000002970,0,0,0,0,0,0
QCT1000002971,0,0,0,0,0,0
QCT1000002972,0,0,0,0,0,0
QCT1000002973,0,0,0,0,0,0
QCT1000002974,0,0,0,0,0,0
QCT1000002975,0,0,0,0,0,0
QCT1000002976,0,0,0,0,0,0
QCT1000002977,0,0,0,0,0,0
QCT1000002978,0,0,0,0,0,0
QCT1000002979,0,0,0,0,0,0
QCT1000002980,0,0,0,0,0,0
QCT1000002981,0,0,0,0,0,0
QCT1000002982,0,0,0,0,0,0
QCT1000002983,0,0,0,0,0,0
QCT1000002984,0,0,0,0,0,0
QCT1000002985,0,0,0,0,0,0
QCT1000002986,0,0,0,0,0,0
QCT1000002987,0,0,0,0,0,0
QCT1000002988,0,0,0,0,0,0
QCT1000002989,0,0,0,0,0,0
QCT1000002990,0,0,0,0,0,0
QCT1000002991,0,0,0,0,0,0
QCT1000002992,1,1,1,1,1,1
QCT1000002993,0,0,0,0,0,0
QCT1000002994,0,0,0,0,0,0
QCT1000002995,0,0,0,0,0,0
QCT1000002996,1,1,1,1,1,1
QCT1000002997,0,0,0,0,0,0
QCT1000002998,0,0,0,0,0,0
QCT1000002999,0,0,0,0,0,0
QCT1000003000,0,0,0,0,0,0
